,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,genreId,BinProb
23139,4.0,74.0,10.0,16.0,16.0,3.0,4
9991,12.0,8.0,24.0,52.0,58.0,0.0,3
9992,12.0,8.0,24.0,52.0,58.0,3.0,9
9993,12.0,8.0,24.0,52.0,58.0,19.0,5
9994,12.0,8.0,24.0,52.0,58.0,3.0,9
9995,12.0,8.0,24.0,52.0,58.0,14.0,16
9996,12.0,8.0,24.0,52.0,58.0,0.0,3
9997,12.0,8.0,24.0,52.0,58.0,3.0,9
10005,12.0,8.0,24.0,52.0,58.0,2.0,12
9998,12.0,8.0,24.0,52.0,58.0,11.0,15
9999,12.0,8.0,24.0,52.0,58.0,5.0,11
10000,12.0,8.0,24.0,52.0,58.0,7.0,6
10001,12.0,8.0,24.0,52.0,58.0,0.0,3
10002,12.0,8.0,24.0,52.0,58.0,11.0,15
10003,12.0,8.0,24.0,52.0,58.0,19.0,5
10006,12.0,8.0,24.0,52.0,58.0,3.0,9
10009,12.0,8.0,24.0,52.0,58.0,2.0,12
10008,12.0,8.0,24.0,52.0,58.0,6.0,11
10021,12.0,8.0,24.0,52.0,58.0,6.0,11
10011,12.0,8.0,24.0,52.0,58.0,10.0,6
10012,12.0,8.0,24.0,52.0,58.0,7.0,6
10013,12.0,8.0,24.0,52.0,58.0,16.0,9
10014,12.0,8.0,24.0,52.0,58.0,2.0,12
10015,12.0,8.0,24.0,52.0,58.0,4.0,3
10016,12.0,8.0,24.0,52.0,58.0,11.0,15
10017,12.0,8.0,24.0,52.0,58.0,3.0,9
10018,12.0,8.0,24.0,52.0,58.0,6.0,11
10019,12.0,8.0,24.0,52.0,58.0,8.0,9
10026,12.0,8.0,24.0,52.0,58.0,3.0,9
10020,12.0,8.0,24.0,52.0,58.0,9.0,11
10022,12.0,8.0,24.0,52.0,58.0,11.0,15
10023,12.0,8.0,24.0,52.0,58.0,13.0,12
31145,48.0,16.0,30.0,34.0,18.0,9.0,15
31146,48.0,16.0,30.0,34.0,18.0,11.0,13
31147,48.0,16.0,30.0,34.0,18.0,13.0,17
10024,12.0,8.0,24.0,52.0,58.0,10.0,6
10025,12.0,8.0,24.0,52.0,58.0,10.0,6
10027,12.0,78.0,56.0,42.0,68.0,4.0,0
10028,12.0,78.0,56.0,42.0,68.0,5.0,17
10029,12.0,78.0,56.0,42.0,68.0,3.0,5
10045,12.0,78.0,56.0,42.0,68.0,5.0,17
10056,12.0,78.0,56.0,42.0,68.0,11.0,10
62215,38.0,2.0,26.0,94.0,44.0,11.0,19
62216,38.0,2.0,26.0,94.0,44.0,5.0,11
62217,38.0,2.0,26.0,94.0,44.0,3.0,15
10030,12.0,78.0,56.0,42.0,68.0,1.0,14
10031,12.0,78.0,56.0,42.0,68.0,15.0,13
10033,12.0,78.0,56.0,42.0,68.0,0.0,9
10032,12.0,78.0,56.0,42.0,68.0,11.0,10
10034,12.0,78.0,56.0,42.0,68.0,3.0,5
22553,92.0,14.0,68.0,34.0,64.0,3.0,10
22554,92.0,14.0,68.0,34.0,64.0,11.0,17
10035,12.0,78.0,56.0,42.0,68.0,12.0,5
10048,12.0,78.0,56.0,42.0,68.0,2.0,15
10067,12.0,78.0,56.0,42.0,68.0,0.0,9
10036,12.0,78.0,56.0,42.0,68.0,13.0,9
63279,86.0,16.0,6.0,90.0,12.0,13.0,13
10037,12.0,78.0,56.0,42.0,68.0,9.0,5
10038,12.0,78.0,56.0,42.0,68.0,3.0,5
10039,12.0,78.0,56.0,42.0,68.0,0.0,9
10040,12.0,78.0,56.0,42.0,68.0,3.0,5
10041,12.0,78.0,56.0,42.0,68.0,16.0,7
10042,12.0,78.0,56.0,42.0,68.0,9.0,5
10043,12.0,78.0,56.0,42.0,68.0,0.0,9
10086,12.0,78.0,56.0,42.0,68.0,3.0,5
10110,12.0,78.0,56.0,42.0,68.0,11.0,10
25137,86.0,42.0,26.0,44.0,64.0,3.0,6
25147,86.0,42.0,26.0,44.0,64.0,0.0,6
25157,86.0,42.0,26.0,44.0,64.0,11.0,16
10044,12.0,78.0,56.0,42.0,68.0,5.0,17
63278,86.0,16.0,6.0,90.0,12.0,5.0,6
10046,12.0,78.0,56.0,42.0,68.0,4.0,0
10047,12.0,78.0,56.0,42.0,68.0,11.0,10
10049,12.0,78.0,56.0,42.0,68.0,11.0,10
10050,12.0,78.0,56.0,42.0,68.0,11.0,10
10051,12.0,78.0,56.0,42.0,68.0,11.0,10
10052,12.0,78.0,56.0,42.0,68.0,3.0,5
32485,4.0,12.0,72.0,76.0,94.0,3.0,12
32486,4.0,12.0,72.0,76.0,94.0,11.0,18
10053,12.0,78.0,56.0,42.0,68.0,3.0,5
10054,12.0,78.0,56.0,42.0,68.0,11.0,10
10055,12.0,78.0,56.0,42.0,68.0,3.0,5
10057,12.0,78.0,56.0,42.0,68.0,11.0,10
10058,12.0,78.0,56.0,42.0,68.0,4.0,0
10066,12.0,78.0,56.0,42.0,68.0,5.0,17
42668,90.0,78.0,30.0,82.0,30.0,4.0,10
42669,90.0,78.0,30.0,82.0,30.0,11.0,15
42678,90.0,78.0,30.0,82.0,30.0,5.0,12
10059,12.0,78.0,56.0,42.0,68.0,19.0,10
10060,12.0,78.0,56.0,42.0,68.0,4.0,0
12087,70.0,76.0,74.0,60.0,54.0,19.0,16
12088,70.0,76.0,74.0,60.0,54.0,4.0,9
10061,12.0,78.0,56.0,42.0,68.0,10.0,9
10062,12.0,78.0,56.0,42.0,68.0,5.0,17
10063,12.0,78.0,56.0,42.0,68.0,3.0,5
50024,74.0,8.0,76.0,12.0,58.0,3.0,9
10064,12.0,78.0,56.0,42.0,68.0,15.0,13
10065,12.0,78.0,56.0,42.0,68.0,10.0,9
10068,12.0,78.0,56.0,42.0,68.0,3.0,5
10108,12.0,78.0,56.0,42.0,68.0,0.0,9
52971,28.0,10.0,6.0,86.0,62.0,0.0,5
52972,28.0,10.0,6.0,86.0,62.0,3.0,11
10069,12.0,78.0,56.0,42.0,68.0,4.0,0
10091,12.0,78.0,56.0,42.0,68.0,3.0,5
10099,12.0,78.0,56.0,42.0,68.0,8.0,10
10070,12.0,78.0,56.0,42.0,68.0,5.0,17
10071,12.0,78.0,56.0,42.0,68.0,4.0,0
10072,12.0,78.0,56.0,42.0,68.0,16.0,7
10073,12.0,78.0,56.0,42.0,68.0,3.0,5
10074,12.0,78.0,56.0,42.0,68.0,2.0,15
10075,12.0,78.0,56.0,42.0,68.0,11.0,10
10076,12.0,78.0,56.0,42.0,68.0,17.0,2
10077,12.0,78.0,56.0,42.0,68.0,16.0,7
10078,12.0,78.0,56.0,42.0,68.0,5.0,17
10079,12.0,78.0,56.0,42.0,68.0,11.0,10
10080,12.0,78.0,56.0,42.0,68.0,9.0,5
52137,46.0,0.0,92.0,52.0,44.0,9.0,15
52138,46.0,0.0,92.0,52.0,44.0,11.0,16
10081,12.0,78.0,56.0,42.0,68.0,11.0,10
10082,12.0,78.0,56.0,42.0,68.0,16.0,7
10083,12.0,78.0,56.0,42.0,68.0,11.0,10
10084,12.0,78.0,56.0,42.0,68.0,2.0,15
71140,54.0,78.0,78.0,44.0,76.0,11.0,12
71149,54.0,78.0,78.0,44.0,76.0,16.0,5
71150,54.0,78.0,78.0,44.0,76.0,2.0,10
10085,12.0,78.0,56.0,42.0,68.0,4.0,0
10087,12.0,78.0,56.0,42.0,68.0,3.0,5
10088,12.0,78.0,56.0,42.0,68.0,5.0,17
10089,12.0,78.0,56.0,42.0,68.0,11.0,10
10090,12.0,78.0,56.0,42.0,68.0,18.0,6
10092,12.0,78.0,56.0,42.0,68.0,11.0,10
10093,12.0,78.0,56.0,42.0,68.0,2.0,15
41345,40.0,88.0,54.0,30.0,4.0,11.0,6
41346,40.0,88.0,54.0,30.0,4.0,2.0,19
44603,42.0,28.0,46.0,44.0,80.0,2.0,9
44622,42.0,28.0,46.0,44.0,80.0,11.0,15
10094,12.0,78.0,56.0,42.0,68.0,11.0,10
10095,12.0,78.0,56.0,42.0,68.0,3.0,5
10096,12.0,78.0,56.0,42.0,68.0,0.0,9
10097,12.0,78.0,56.0,42.0,68.0,9.0,5
10098,12.0,78.0,56.0,42.0,68.0,6.0,15
10100,12.0,78.0,56.0,42.0,68.0,3.0,5
10101,12.0,78.0,56.0,42.0,68.0,11.0,10
10109,12.0,78.0,56.0,42.0,68.0,19.0,10
10102,12.0,78.0,56.0,42.0,68.0,11.0,10
10103,12.0,78.0,56.0,42.0,68.0,2.0,15
10104,12.0,78.0,56.0,42.0,68.0,7.0,0
10105,12.0,78.0,56.0,42.0,68.0,3.0,5
10106,12.0,78.0,56.0,42.0,68.0,0.0,9
10107,12.0,78.0,56.0,42.0,68.0,3.0,5
10111,12.0,78.0,56.0,42.0,68.0,0.0,9
10112,12.0,78.0,56.0,42.0,68.0,3.0,5
10173,12.0,78.0,56.0,42.0,68.0,11.0,10
10175,12.0,78.0,56.0,42.0,68.0,0.0,9
10113,12.0,78.0,56.0,42.0,68.0,3.0,5
10114,12.0,78.0,56.0,42.0,68.0,2.0,15
10130,12.0,78.0,56.0,42.0,68.0,9.0,5
10115,12.0,78.0,56.0,42.0,68.0,8.0,10
10116,12.0,78.0,56.0,42.0,68.0,3.0,5
10117,12.0,78.0,56.0,42.0,68.0,10.0,9
28019,64.0,18.0,92.0,20.0,0.0,10.0,0
10118,12.0,78.0,56.0,42.0,68.0,10.0,9
10119,12.0,78.0,56.0,42.0,68.0,14.0,9
10120,12.0,78.0,56.0,42.0,68.0,20.0,11
10121,12.0,78.0,56.0,42.0,68.0,11.0,10
10122,12.0,78.0,56.0,42.0,68.0,2.0,15
10123,12.0,78.0,56.0,42.0,68.0,3.0,5
11143,20.0,72.0,80.0,40.0,92.0,3.0,6
12318,52.0,94.0,82.0,44.0,30.0,3.0,9
43901,66.0,48.0,32.0,30.0,40.0,3.0,6
10124,12.0,78.0,56.0,42.0,68.0,10.0,9
10125,12.0,78.0,56.0,42.0,68.0,6.0,15
10126,12.0,78.0,56.0,42.0,68.0,3.0,5
61454,30.0,6.0,88.0,62.0,34.0,10.0,2
61455,30.0,6.0,88.0,62.0,34.0,6.0,12
61456,30.0,6.0,88.0,62.0,34.0,3.0,16
10127,12.0,78.0,56.0,42.0,68.0,3.0,5
10128,12.0,78.0,56.0,42.0,68.0,9.0,5
10129,12.0,78.0,56.0,42.0,68.0,2.0,15
10131,12.0,78.0,56.0,42.0,68.0,3.0,5
10132,12.0,78.0,56.0,42.0,68.0,11.0,10
10133,12.0,78.0,56.0,42.0,68.0,15.0,13
16110,12.0,62.0,26.0,90.0,32.0,15.0,9
16111,12.0,62.0,26.0,90.0,32.0,11.0,14
16125,12.0,62.0,26.0,90.0,32.0,3.0,11
10134,12.0,78.0,56.0,42.0,68.0,11.0,10
10135,12.0,78.0,56.0,42.0,68.0,12.0,5
10136,12.0,78.0,56.0,42.0,68.0,2.0,15
29271,18.0,4.0,82.0,78.0,18.0,12.0,5
29272,18.0,4.0,82.0,78.0,18.0,2.0,12
10137,12.0,78.0,56.0,42.0,68.0,11.0,10
10138,12.0,78.0,56.0,42.0,68.0,10.0,9
10139,12.0,78.0,56.0,42.0,68.0,3.0,5
10140,12.0,78.0,56.0,42.0,68.0,0.0,9
31148,48.0,16.0,30.0,34.0,18.0,3.0,10
31379,48.0,16.0,30.0,34.0,18.0,0.0,0
10141,12.0,78.0,56.0,42.0,68.0,11.0,10
10143,12.0,78.0,56.0,42.0,68.0,3.0,5
10152,12.0,78.0,56.0,42.0,68.0,0.0,9
10142,12.0,78.0,56.0,42.0,68.0,10.0,9
10144,12.0,78.0,56.0,42.0,68.0,17.0,2
10145,12.0,78.0,56.0,42.0,68.0,3.0,5
10146,12.0,78.0,56.0,42.0,68.0,9.0,5
10147,12.0,78.0,56.0,42.0,68.0,3.0,5
10148,12.0,78.0,56.0,42.0,68.0,2.0,15
10149,12.0,78.0,56.0,42.0,68.0,11.0,10
10150,12.0,78.0,56.0,42.0,68.0,5.0,17
10151,12.0,78.0,56.0,42.0,68.0,3.0,5
10153,12.0,78.0,56.0,42.0,68.0,14.0,9
10154,12.0,78.0,56.0,42.0,68.0,13.0,9
10155,12.0,78.0,56.0,42.0,68.0,11.0,10
30773,76.0,44.0,30.0,80.0,12.0,13.0,12
30774,76.0,44.0,30.0,80.0,12.0,11.0,16
10156,12.0,78.0,56.0,42.0,68.0,4.0,0
10157,12.0,78.0,56.0,42.0,68.0,2.0,15
10164,12.0,78.0,56.0,42.0,68.0,11.0,10
20073,74.0,18.0,90.0,0.0,0.0,11.0,10
20074,74.0,18.0,90.0,0.0,0.0,4.0,17
20075,74.0,18.0,90.0,0.0,0.0,2.0,17
66247,88.0,54.0,96.0,90.0,10.0,2.0,9
66248,88.0,54.0,96.0,90.0,10.0,4.0,19
66249,88.0,54.0,96.0,90.0,10.0,11.0,17
10158,12.0,78.0,56.0,42.0,68.0,19.0,10
10159,12.0,78.0,56.0,42.0,68.0,11.0,10
18934,36.0,10.0,58.0,88.0,74.0,19.0,15
18936,36.0,10.0,58.0,88.0,74.0,11.0,19
56816,46.0,46.0,30.0,14.0,60.0,11.0,11
56824,46.0,46.0,30.0,14.0,60.0,19.0,6
10160,12.0,78.0,56.0,42.0,68.0,3.0,5
10161,12.0,78.0,56.0,42.0,68.0,11.0,10
10162,12.0,78.0,56.0,42.0,68.0,0.0,9
10163,12.0,78.0,56.0,42.0,68.0,11.0,10
10165,12.0,78.0,56.0,42.0,68.0,10.0,9
56487,70.0,52.0,14.0,94.0,44.0,10.0,16
56488,70.0,52.0,14.0,94.0,44.0,11.0,18
10166,12.0,78.0,56.0,42.0,68.0,3.0,5
10167,12.0,78.0,56.0,42.0,68.0,11.0,10
10168,12.0,78.0,56.0,42.0,68.0,13.0,9
10169,12.0,78.0,56.0,42.0,68.0,0.0,9
10170,12.0,78.0,56.0,42.0,68.0,13.0,9
10171,12.0,78.0,56.0,42.0,68.0,10.0,9
10172,12.0,78.0,56.0,42.0,68.0,9.0,5
10174,12.0,78.0,56.0,42.0,68.0,13.0,9
10176,12.0,78.0,56.0,42.0,68.0,3.0,5
59547,48.0,50.0,10.0,52.0,76.0,3.0,4
10177,12.0,78.0,56.0,42.0,68.0,12.0,5
10186,12.0,78.0,56.0,42.0,68.0,3.0,5
10178,12.0,78.0,56.0,42.0,68.0,15.0,13
10179,12.0,78.0,56.0,42.0,68.0,11.0,10
10180,12.0,78.0,56.0,42.0,68.0,3.0,5
11007,2.0,38.0,38.0,84.0,14.0,3.0,14
11025,2.0,38.0,38.0,84.0,14.0,15.0,7
11026,2.0,38.0,38.0,84.0,14.0,11.0,13
10181,12.0,78.0,56.0,42.0,68.0,10.0,9
10182,12.0,78.0,56.0,42.0,68.0,8.0,10
10183,12.0,78.0,56.0,42.0,68.0,3.0,5
10184,12.0,78.0,56.0,42.0,68.0,2.0,15
10185,12.0,78.0,56.0,42.0,68.0,1.0,14
10187,12.0,78.0,56.0,42.0,68.0,11.0,10
29273,18.0,4.0,82.0,78.0,18.0,11.0,16
10188,12.0,78.0,56.0,42.0,68.0,0.0,9
10196,12.0,78.0,56.0,42.0,68.0,11.0,10
10189,12.0,78.0,56.0,42.0,68.0,3.0,5
10190,12.0,78.0,56.0,42.0,68.0,1.0,14
10191,12.0,78.0,56.0,42.0,68.0,12.0,5
10192,12.0,78.0,56.0,42.0,68.0,3.0,5
10193,12.0,78.0,56.0,42.0,68.0,9.0,5
10194,12.0,78.0,56.0,42.0,68.0,5.0,17
10195,12.0,78.0,56.0,42.0,68.0,3.0,5
10197,12.0,78.0,56.0,42.0,68.0,3.0,5
10198,12.0,78.0,56.0,42.0,68.0,3.0,5
10218,12.0,78.0,56.0,42.0,68.0,4.0,0
10219,12.0,78.0,56.0,42.0,68.0,0.0,9
10199,12.0,78.0,56.0,42.0,68.0,16.0,7
10272,12.0,78.0,56.0,42.0,68.0,17.0,2
10366,12.0,78.0,56.0,42.0,68.0,13.0,9
10200,12.0,78.0,56.0,42.0,68.0,0.0,9
10221,12.0,78.0,56.0,42.0,68.0,4.0,0
10222,12.0,78.0,56.0,42.0,68.0,12.0,5
71151,54.0,78.0,78.0,44.0,76.0,12.0,8
71152,54.0,78.0,78.0,44.0,76.0,4.0,5
71153,54.0,78.0,78.0,44.0,76.0,0.0,13
10201,12.0,78.0,56.0,42.0,68.0,11.0,10
10202,12.0,78.0,56.0,42.0,68.0,5.0,17
10203,12.0,78.0,56.0,42.0,68.0,0.0,9
58026,80.0,10.0,14.0,20.0,98.0,11.0,17
58027,80.0,10.0,14.0,20.0,98.0,5.0,7
58028,80.0,10.0,14.0,20.0,98.0,0.0,4
10204,12.0,78.0,56.0,42.0,68.0,5.0,17
10205,12.0,78.0,56.0,42.0,68.0,11.0,10
10206,12.0,78.0,56.0,42.0,68.0,3.0,5
10207,12.0,78.0,56.0,42.0,68.0,3.0,5
10208,12.0,78.0,56.0,42.0,68.0,3.0,5
10209,12.0,78.0,56.0,42.0,68.0,11.0,10
10210,12.0,78.0,56.0,42.0,68.0,9.0,5
10211,12.0,78.0,56.0,42.0,68.0,3.0,5
10212,12.0,78.0,56.0,42.0,68.0,2.0,15
19678,32.0,92.0,4.0,66.0,16.0,2.0,17
19695,32.0,92.0,4.0,66.0,16.0,3.0,7
19696,32.0,92.0,4.0,66.0,16.0,9.0,11
34322,44.0,32.0,62.0,20.0,70.0,9.0,9
34342,44.0,32.0,62.0,20.0,70.0,2.0,12
34343,44.0,32.0,62.0,20.0,70.0,3.0,7
10213,12.0,78.0,56.0,42.0,68.0,3.0,5
10214,12.0,78.0,56.0,42.0,68.0,10.0,9
72070,74.0,56.0,28.0,70.0,0.0,10.0,12
10215,12.0,78.0,56.0,42.0,68.0,3.0,5
10216,12.0,78.0,56.0,42.0,68.0,4.0,0
10217,12.0,78.0,56.0,42.0,68.0,3.0,5
10220,12.0,78.0,56.0,42.0,68.0,11.0,10
20812,4.0,74.0,70.0,68.0,28.0,11.0,10
10223,12.0,78.0,56.0,42.0,68.0,3.0,5
10224,12.0,78.0,56.0,42.0,68.0,3.0,5
10225,12.0,78.0,56.0,42.0,68.0,11.0,10
10226,12.0,78.0,56.0,42.0,68.0,3.0,5
10227,12.0,78.0,56.0,42.0,68.0,11.0,10
10228,12.0,78.0,56.0,42.0,68.0,0.0,9
30032,76.0,30.0,0.0,42.0,42.0,11.0,15
30045,76.0,30.0,0.0,42.0,42.0,0.0,1
70911,80.0,76.0,48.0,36.0,32.0,11.0,11
71004,80.0,76.0,48.0,36.0,32.0,0.0,6
10229,12.0,78.0,56.0,42.0,68.0,11.0,10
10230,12.0,78.0,56.0,42.0,68.0,11.0,10
10231,12.0,78.0,56.0,42.0,68.0,12.0,5
10232,12.0,78.0,56.0,42.0,68.0,9.0,5
10233,12.0,78.0,56.0,42.0,68.0,3.0,5
57839,50.0,70.0,64.0,38.0,64.0,3.0,6
57848,50.0,70.0,64.0,38.0,64.0,9.0,8
57861,50.0,70.0,64.0,38.0,64.0,12.0,8
10234,12.0,78.0,56.0,42.0,68.0,11.0,10
10236,12.0,78.0,56.0,42.0,68.0,3.0,5
10235,12.0,78.0,56.0,42.0,68.0,16.0,7
10248,12.0,78.0,56.0,42.0,68.0,7.0,0
10249,12.0,78.0,56.0,42.0,68.0,2.0,15
10237,12.0,78.0,56.0,42.0,68.0,16.0,7
10238,12.0,78.0,56.0,42.0,68.0,11.0,10
10239,12.0,78.0,56.0,42.0,68.0,2.0,15
64333,18.0,64.0,62.0,74.0,92.0,16.0,4
64334,18.0,64.0,62.0,74.0,92.0,11.0,15
64335,18.0,64.0,62.0,74.0,92.0,2.0,8
10240,12.0,78.0,56.0,42.0,68.0,3.0,5
10301,12.0,78.0,56.0,42.0,68.0,16.0,7
10241,12.0,78.0,56.0,42.0,68.0,11.0,10
10242,12.0,78.0,56.0,42.0,68.0,6.0,15
10243,12.0,78.0,56.0,42.0,68.0,5.0,17
10244,12.0,78.0,56.0,42.0,68.0,9.0,5
10245,12.0,78.0,56.0,42.0,68.0,4.0,0
10246,12.0,78.0,56.0,42.0,68.0,2.0,15
10247,12.0,78.0,56.0,42.0,68.0,11.0,10
10250,12.0,78.0,56.0,42.0,68.0,16.0,7
10277,12.0,78.0,56.0,42.0,68.0,4.0,0
10278,12.0,78.0,56.0,42.0,68.0,3.0,5
10274,12.0,78.0,56.0,42.0,68.0,3.0,5
10300,12.0,78.0,56.0,42.0,68.0,12.0,5
10348,12.0,78.0,56.0,42.0,68.0,13.0,9
10275,12.0,78.0,56.0,42.0,68.0,3.0,5
10276,12.0,78.0,56.0,42.0,68.0,3.0,5
10298,12.0,78.0,56.0,42.0,68.0,4.0,0
10279,12.0,78.0,56.0,42.0,68.0,17.0,2
10280,12.0,78.0,56.0,42.0,68.0,11.0,10
20261,70.0,74.0,94.0,82.0,90.0,17.0,7
20262,70.0,74.0,94.0,82.0,90.0,11.0,17
10281,12.0,78.0,56.0,42.0,68.0,9.0,5
10282,12.0,78.0,56.0,42.0,68.0,3.0,5
10283,12.0,78.0,56.0,42.0,68.0,2.0,15
10284,12.0,78.0,56.0,42.0,68.0,10.0,9
10285,12.0,78.0,56.0,42.0,68.0,11.0,10
10286,12.0,78.0,56.0,42.0,68.0,3.0,5
22955,10.0,34.0,14.0,50.0,54.0,11.0,13
22956,10.0,34.0,14.0,50.0,54.0,3.0,7
10287,12.0,78.0,56.0,42.0,68.0,13.0,9
10288,12.0,78.0,56.0,42.0,68.0,16.0,7
10289,12.0,78.0,56.0,42.0,68.0,4.0,0
10299,12.0,78.0,56.0,42.0,68.0,7.0,0
10290,12.0,78.0,56.0,42.0,68.0,11.0,10
10291,12.0,78.0,56.0,42.0,68.0,18.0,6
10292,12.0,78.0,56.0,42.0,68.0,16.0,7
10293,12.0,78.0,56.0,42.0,68.0,11.0,10
10294,12.0,78.0,56.0,42.0,68.0,3.0,5
10295,12.0,78.0,56.0,42.0,68.0,9.0,5
10296,12.0,78.0,56.0,42.0,68.0,11.0,10
10297,12.0,78.0,56.0,42.0,68.0,2.0,15
10302,12.0,78.0,56.0,42.0,68.0,4.0,0
10376,12.0,78.0,56.0,42.0,68.0,22.0,8
10377,12.0,78.0,56.0,42.0,68.0,10.0,9
10303,12.0,78.0,56.0,42.0,68.0,0.0,9
10304,12.0,78.0,56.0,42.0,68.0,3.0,5
15778,86.0,0.0,44.0,62.0,54.0,0.0,6
15779,86.0,0.0,44.0,62.0,54.0,3.0,13
10305,12.0,78.0,56.0,42.0,68.0,11.0,10
70051,78.0,76.0,52.0,46.0,32.0,11.0,12
10306,12.0,78.0,56.0,42.0,68.0,0.0,9
10307,12.0,78.0,56.0,42.0,68.0,3.0,5
10308,12.0,78.0,56.0,42.0,68.0,4.0,0
10309,12.0,78.0,56.0,42.0,68.0,14.0,9
10310,12.0,78.0,56.0,42.0,68.0,9.0,5
10311,12.0,78.0,56.0,42.0,68.0,12.0,5
10312,12.0,78.0,56.0,42.0,68.0,13.0,9
10313,12.0,78.0,56.0,42.0,68.0,3.0,5
53766,62.0,88.0,90.0,8.0,40.0,3.0,6
10314,12.0,78.0,56.0,42.0,68.0,3.0,5
18945,36.0,10.0,58.0,88.0,74.0,3.0,14
42408,18.0,22.0,12.0,74.0,2.0,3.0,13
10315,12.0,78.0,56.0,42.0,68.0,3.0,5
10327,12.0,78.0,56.0,42.0,68.0,6.0,15
49526,80.0,16.0,82.0,90.0,64.0,6.0,8
49527,80.0,16.0,82.0,90.0,64.0,3.0,16
10316,12.0,78.0,56.0,42.0,68.0,3.0,5
10317,12.0,78.0,56.0,42.0,68.0,3.0,5
10396,12.0,78.0,56.0,42.0,68.0,16.0,7
10318,12.0,78.0,56.0,42.0,68.0,3.0,5
10394,12.0,78.0,56.0,42.0,68.0,4.0,0
10319,12.0,78.0,56.0,42.0,68.0,12.0,5
10320,12.0,78.0,56.0,42.0,68.0,10.0,9
10321,12.0,78.0,56.0,42.0,68.0,4.0,0
10322,12.0,78.0,56.0,42.0,68.0,19.0,10
10323,12.0,78.0,56.0,42.0,68.0,11.0,10
10324,12.0,78.0,56.0,42.0,68.0,3.0,5
60828,94.0,20.0,44.0,22.0,56.0,19.0,10
60829,94.0,20.0,44.0,22.0,56.0,11.0,15
60830,94.0,20.0,44.0,22.0,56.0,3.0,8
10325,12.0,78.0,56.0,42.0,68.0,3.0,5
65290,22.0,20.0,8.0,66.0,20.0,3.0,12
10326,12.0,78.0,56.0,42.0,68.0,10.0,9
10328,12.0,78.0,56.0,42.0,68.0,1.0,14
10329,12.0,78.0,56.0,42.0,68.0,8.0,10
10342,12.0,78.0,56.0,42.0,68.0,3.0,5
10330,12.0,78.0,56.0,42.0,68.0,3.0,5
10354,12.0,78.0,56.0,42.0,68.0,2.0,15
47817,90.0,56.0,36.0,10.0,24.0,2.0,16
47828,90.0,56.0,36.0,10.0,24.0,3.0,6
52135,46.0,0.0,92.0,52.0,44.0,2.0,9
52136,46.0,0.0,92.0,52.0,44.0,3.0,15
10331,12.0,78.0,56.0,42.0,68.0,9.0,5
10332,12.0,78.0,56.0,42.0,68.0,13.0,9
10333,12.0,78.0,56.0,42.0,68.0,3.0,5
10334,12.0,78.0,56.0,42.0,68.0,11.0,10
33247,78.0,44.0,46.0,14.0,92.0,11.0,14
33248,78.0,44.0,46.0,14.0,92.0,3.0,3
10335,12.0,78.0,56.0,42.0,68.0,3.0,5
10336,12.0,78.0,56.0,42.0,68.0,9.0,5
10337,12.0,78.0,56.0,42.0,68.0,16.0,7
59544,48.0,50.0,10.0,52.0,76.0,3.0,4
59545,48.0,50.0,10.0,52.0,76.0,9.0,9
59546,48.0,50.0,10.0,52.0,76.0,16.0,3
10338,12.0,78.0,56.0,42.0,68.0,3.0,5
10339,12.0,78.0,56.0,42.0,68.0,11.0,10
10340,12.0,78.0,56.0,42.0,68.0,1.0,14
10341,12.0,78.0,56.0,42.0,68.0,3.0,5
10343,12.0,78.0,56.0,42.0,68.0,15.0,13
10344,12.0,78.0,56.0,42.0,68.0,16.0,7
10355,12.0,78.0,56.0,42.0,68.0,9.0,5
38716,84.0,86.0,2.0,74.0,26.0,9.0,13
38717,84.0,86.0,2.0,74.0,26.0,16.0,3
10345,12.0,78.0,56.0,42.0,68.0,2.0,15
10346,12.0,78.0,56.0,42.0,68.0,4.0,0
10347,12.0,78.0,56.0,42.0,68.0,11.0,10
37594,28.0,16.0,82.0,34.0,0.0,2.0,17
37595,28.0,16.0,82.0,34.0,0.0,4.0,13
37596,28.0,16.0,82.0,34.0,0.0,11.0,11
59204,90.0,78.0,16.0,94.0,84.0,11.0,19
59205,90.0,78.0,16.0,94.0,84.0,4.0,4
59206,90.0,78.0,16.0,94.0,84.0,2.0,4
10349,12.0,78.0,56.0,42.0,68.0,0.0,9
10350,12.0,78.0,56.0,42.0,68.0,3.0,5
10351,12.0,78.0,56.0,42.0,68.0,11.0,10
10352,12.0,78.0,56.0,42.0,68.0,13.0,9
15036,76.0,50.0,96.0,38.0,34.0,13.0,11
15037,76.0,50.0,96.0,38.0,34.0,11.0,13
10353,12.0,78.0,56.0,42.0,68.0,11.0,10
10356,12.0,78.0,56.0,42.0,68.0,3.0,5
10357,12.0,78.0,56.0,42.0,68.0,10.0,9
45348,58.0,74.0,28.0,38.0,50.0,10.0,12
10358,12.0,78.0,56.0,42.0,68.0,10.0,9
10359,12.0,78.0,56.0,42.0,68.0,11.0,10
10360,12.0,78.0,56.0,42.0,68.0,20.0,11
10361,12.0,78.0,56.0,42.0,68.0,16.0,7
10362,12.0,78.0,56.0,42.0,68.0,17.0,2
10363,12.0,78.0,56.0,42.0,68.0,16.0,7
17543,4.0,46.0,58.0,4.0,58.0,16.0,11
10364,12.0,78.0,56.0,42.0,68.0,0.0,9
